Rregion,new_deaths,cumulative_deaths
East Of England,0,0
East Of England,0,0
East Of England,1,1
East Of England,0,1
East Of England,0,1
East Of England,0,1
East Of England,1,2
East Of England,0,2
East Of England,0,2
East Of England,1,3
East Of England,0,3
East Of England,0,3
East Of England,0,3
East Of England,1,4
East Of England,2,6
East Of England,2,8
East Of England,1,9
East Of England,1,10
East Of England,5,15
East Of England,4,19
East Of England,2,21
East Of England,11,32
East Of England,12,44
East Of England,11,55
East Of England,19,74
East Of England,26,100
East Of England,36,136
East Of England,38,174
East Of England,28,202
East Of England,43,245
East Of England,47,292
East Of England,70,362
East Of England,63,425
East Of England,65,490
East Of England,80,570
East Of England,71,641
East Of England,76,717
East Of England,71,788
East Of England,93,881
East Of England,111,992
East Of England,87,1079
East Of England,74,1153
East Of England,92,1245
East Of England,100,1345
East Of England,78,1423
East Of England,61,1484
East Of England,82,1566
East Of England,74,1640
East Of England,86,1726
East Of England,64,1790
East Of England,67,1857
East Of England,67,1924
East Of England,75,1999
East Of England,67,2066
East Of England,49,2115
East Of England,70,2185
East Of England,55,2240
East Of England,52,2292
East Of England,49,2341
East Of England,66,2407
East Of England,38,2445
East Of England,50,2495
East Of England,55,2550
East Of England,33,2583
East Of England,44,2627
East Of England,23,2650
East Of England,40,2690
East Of England,39,2729
East Of England,36,2765
East Of England,37,2802
East Of England,30,2832
East Of England,28,2860
East Of England,23,2883
East Of England,23,2906
East Of England,32,2938
East Of England,30,2968
East Of England,21,2989
East Of England,27,3016
East Of England,22,3038
East Of England,27,3065
East Of England,22,3087
East Of England,26,3113
East Of England,24,3137
East Of England,21,3158
East Of England,16,3174
East Of England,19,3193
East Of England,25,3218
East Of England,18,3236
East Of England,16,3252
East Of England,17,3269
East Of England,19,3288
East Of England,13,3301
East Of England,11,3312
East Of England,18,3330
East Of England,16,3346
East Of England,12,3358
East Of England,7,3365
East Of England,17,3382
East Of England,6,3388
East Of England,9,3397
East Of England,8,3405
East Of England,10,3415
East Of England,10,3425
East Of England,1,3426
East Of England,9,3435
East Of England,6,3441
East Of England,5,3446
East Of England,10,3456
East Of England,3,3459
East Of England,8,3467
East Of England,6,3473
East Of England,7,3480
East Of England,5,3485
East Of England,5,3490
East Of England,7,3497
East Of England,9,3506
East Of England,4,3510
East Of England,2,3512
East Of England,9,3521
East Of England,7,3528
East Of England,8,3536
East Of England,5,3541
East Of England,8,3549
East Of England,3,3552
East Of England,5,3557
East Of England,1,3558
East Of England,5,3563
East Of England,2,3565
East Of England,2,3567
East Of England,3,3570
East Of England,3,3573
East Of England,9,3582
East Of England,6,3588
East Of England,2,3590
East Of England,2,3592
East Of England,9,3601
East Of England,3,3604
East Of England,3,3607
East Of England,1,3608
East Of England,0,3608
East Of England,0,3608
East Of England,1,3609
East Of England,1,3610
East Of England,1,3611
East Of England,3,3614
East Of England,2,3616
East Of England,1,3617
East Of England,1,3618
East Of England,1,3619
East Of England,1,3620
East Of England,2,3622
East Of England,1,3623
East Of England,1,3624
East Of England,2,3626
East Of England,0,3626
East Of England,0,3626
East Of England,0,3626
East Of England,2,3628
East Of England,1,3629
East Of England,1,3630
East Of England,1,3631
East Of England,0,3631
East Of England,1,3632
East Of England,1,3633
East Of England,2,3635
East Of England,1,3636
East Of England,1,3637
East Of England,1,3638
East Of England,3,3641
East Of England,0,3641
East Of England,0,3641
East Of England,3,3644
East Of England,2,3646
East Of England,1,3647
East Of England,0,3647
East Of England,2,3649
East Of England,1,3650
East Of England,0,3650
East Of England,0,3650
East Of England,3,3653
East Of England,1,3654
East Of England,0,3654
East Of England,1,3655
East Of England,0,3655
East Of England,0,3655
East Of England,0,3655
East Of England,0,3655
East Of England,1,3656
East Of England,1,3657
East Of England,0,3657
East Of England,1,3658
East Of England,0,3658
East Of England,1,3659
East Of England,0,3659
East Of England,1,3660
East Of England,0,3660
East Of England,0,3660
East Of England,1,3661
East Of England,1,3662
East Of England,0,3662
East Of England,0,3662
East Of England,1,3663
East Of England,0,3663
East Of England,1,3664
East Of England,2,3666
East Of England,0,3666
East Of England,2,3668
East Of England,1,3669
East Of England,0,3669
East Of England,1,3670
East Of England,1,3671
East Of England,2,3673
East Of England,2,3675
East Of England,2,3677
East Of England,3,3680
East Of England,2,3682
East Of England,1,3683
East Of England,1,3684
East Of England,0,3684
East Of England,0,3684
East Of England,4,3688
East Of England,6,3694
East Of England,3,3697
East Of England,2,3699
East Of England,6,3705
East Of England,3,3708
East Of England,2,3710
East Of England,1,3711
East Of England,3,3714
East Of England,4,3718
East Of England,5,3723
East Of England,6,3729
East Of England,8,3737
East Of England,5,3742
East Of England,9,3751
East Of England,8,3759
East Of England,8,3767
East Of England,15,3782
East Of England,1,3783
East Of England,11,3794
East Of England,10,3804
East Of England,8,3812
East Of England,12,3824
East Of England,10,3834
East Of England,12,3846
East Of England,15,3861
East Of England,15,3876
East Of England,11,3887
East Of England,14,3901
East Of England,12,3913
East Of England,13,3926
East Of England,19,3945
East Of England,10,3955
East Of England,13,3968
East Of England,16,3984
East Of England,29,4013
East Of England,15,4028
East Of England,14,4042
East Of England,23,4065
East Of England,20,4085
East Of England,16,4101
East Of England,13,4114
East Of England,19,4133
East Of England,19,4152
East Of England,28,4180
East Of England,25,4205
East Of England,21,4226
East Of England,23,4249
East Of England,19,4268
East Of England,21,4289
East Of England,20,4309
East Of England,19,4328
East Of England,15,4343
East Of England,28,4371
East Of England,20,4391
East Of England,24,4415
East Of England,27,4442
East Of England,20,4462
East Of England,24,4486
East Of England,27,4513
East Of England,26,4539
East Of England,23,4562
East Of England,17,4579
East Of England,28,4607
East Of England,20,4627
East Of England,33,4660
East Of England,33,4693
East Of England,27,4720
East Of England,25,4745
East Of England,37,4782
East Of England,37,4819
East Of England,31,4850
East Of England,45,4895
East Of England,46,4941
East Of England,55,4996
East Of England,53,5049
East Of England,68,5117
East Of England,60,5177
East Of England,65,5242
East Of England,64,5306
East Of England,60,5366
East Of England,68,5434
East Of England,54,5488
East Of England,74,5562
East Of England,56,5618
East Of England,82,5700
East Of England,86,5786
East Of England,92,5878
East Of England,71,5949
East Of England,91,6040
East Of England,93,6133
East Of England,111,6244
East Of England,105,6349
East Of England,122,6471
East Of England,103,6574
East Of England,143,6717
East Of England,131,6848
East Of England,131,6979
East Of England,141,7120
East Of England,141,7261
East Of England,131,7392
East Of England,126,7518
East Of England,140,7658
East Of England,146,7804
East Of England,123,7927
East Of England,132,8059
East Of England,154,8213
East Of England,142,8355
East Of England,132,8487
East Of England,111,8598
East Of England,102,8700
East Of England,121,8821
East Of England,96,8917
East Of England,101,9018
East Of England,123,9141
East Of England,101,9242
East Of England,91,9333
East Of England,82,9415
East Of England,71,9486
East Of England,78,9564
East Of England,89,9653
East Of England,86,9739
East Of England,76,9815
East Of England,84,9899
East Of England,65,9964
East Of England,78,10042
East Of England,68,10110
East Of England,62,10172
East Of England,59,10231
East Of England,50,10281
East Of England,52,10333
East Of England,37,10370
East Of England,52,10422
East Of England,52,10474
East Of England,50,10524
East Of England,38,10562
East Of England,36,10598
East Of England,38,10636
East Of England,27,10663
East Of England,28,10691
East Of England,29,10720
East Of England,25,10745
East Of England,27,10772
East Of England,20,10792
East Of England,28,10820
East Of England,19,10839
East Of England,21,10860
East Of England,22,10882
East Of England,15,10897
East Of England,24,10921
East Of England,15,10936
East Of England,15,10951
East Of England,21,10972
East Of England,17,10989
East Of England,16,11005
East Of England,11,11016
East Of England,15,11031
East Of England,8,11039
East Of England,12,11051
East Of England,7,11058
East Of England,8,11066
East Of England,8,11074
East Of England,14,11088
East Of England,4,11092
East Of England,6,11098
East Of England,7,11105
East Of England,10,11115
East Of England,5,11120
East Of England,8,11128
East Of England,6,11134
East Of England,6,11140
East Of England,4,11144
East Of England,4,11148
East Of England,3,11151
East Of England,6,11157
East Of England,8,11165
East Of England,2,11167
East Of England,5,11172
East Of England,2,11174
East Of England,6,11180
East Of England,5,11185
East Of England,3,11188
East Of England,1,11189
East Of England,4,11193
East Of England,6,11199
East Of England,3,11202
East Of England,8,11210
East Of England,1,11211
East Of England,2,11213
East Of England,5,11218
East Of England,2,11220
East Of England,2,11222
East Of England,5,11227
East Of England,1,11228
East Of England,3,11231
East Of England,1,11232
East Of England,3,11235
East Of England,3,11238
East Of England,0,11238
East Of England,6,11244
East Of England,0,11244
East Of England,4,11248
East Of England,1,11249
East Of England,4,11253
East Of England,3,11256
East Of England,0,11256
East Of England,1,11257
East Of England,0,11257
East Of England,0,11257
East Of England,0,11257
East Of England,1,11258
East Of England,3,11261
East Of England,4,11265
East Of England,0,11265
East Of England,3,11268
East Of England,0,11268
East Of England,0,11268
East Of England,4,11272
East Of England,0,11272
East Of England,1,11273
East Of England,0,11273
East Of England,0,11273
East Of England,2,11275
East Of England,0,11275
East Of England,1,11276
East Of England,0,11276
East Of England,0,11276
East Of England,2,11278
East Of England,0,11278
East Of England,0,11278
East Of England,1,11279
East Of England,0,11279
East Of England,2,11281
East Of England,1,11282
East Of England,0,11282
East Of England,0,11282
East Of England,2,11284
East Of England,1,11285
East Of England,0,11285
East Of England,2,11287
East Of England,0,11287
East Of England,0,11287
East Of England,0,11287
East Of England,0,11287
East Of England,0,11287
East Of England,1,11288
East Of England,0,11288
East Of England,1,11289
East Of England,2,11291
East Of England,1,11292
East Of England,0,11292
East Of England,0,11292
East Of England,1,11293
East Of England,2,11295
East Of England,1,11296
East Of England,1,11297
East Of England,1,11298
East Of England,0,11298
East Of England,1,11299
East Of England,1,11300
East Of England,0,11300
East Of England,0,11300
East Of England,0,11300
East Of England,0,11300
East Of England,2,11302
East Of England,1,11303
East Of England,0,11303
East Of England,1,11304
East Of England,1,11305
East Of England,1,11306
East Of England,1,11307
East Of England,0,11307
East Of England,2,11309
East Of England,0,11309
East Of England,2,11311
East Of England,3,11314
East Of England,3,11317
East Of England,2,11319
East Of England,1,11320
East Of England,2,11322
East Of England,1,11323
East Of England,0,11323
East Of England,2,11325
East Of England,2,11327
East Of England,1,11328
East Of England,3,11331
East Of England,3,11334
East Of England,5,11339
East Of England,1,11340
East Of England,2,11342
East Of England,9,11351
East Of England,7,11358
East Of England,2,11360
East Of England,3,11363
East Of England,6,11369
East Of England,4,11373
East Of England,3,11376
East Of England,4,11380
East Of England,8,11388
East Of England,1,11389
East Of England,6,11395
East Of England,5,11400
East Of England,4,11404
East Of England,1,11405
East Of England,6,11411
East Of England,5,11416
East Of England,7,11423
East Of England,7,11430
East Of England,5,11435
East Of England,3,11438
East Of England,6,11444
East Of England,3,11447
East Of England,7,11454
East Of England,9,11463
East Of England,8,11471
East Of England,7,11478
East Of England,8,11486
East Of England,6,11492
East Of England,8,11500
East Of England,10,11510
East Of England,8,11518
East Of England,8,11526
East Of England,7,11533
East Of England,10,11543
East Of England,15,11558
East Of England,11,11569
East Of England,4,11573
East Of England,11,11584
East Of England,5,11589
East Of England,5,11594
East Of England,5,11599
East Of England,10,11609
East Of England,16,11625
East Of England,12,11637
East Of England,12,11649
East Of England,10,11659
East Of England,11,11670
East Of England,6,11676
East Of England,4,11680
East Of England,7,11687
East Of England,12,11699
East Of England,12,11711
East Of England,6,11717
East Of England,16,11733
East Of England,8,11741
East Of England,13,11754
East Of England,15,11769
East Of England,12,11781
East Of England,14,11795
East Of England,11,11806
East Of England,8,11814
East Of England,10,11824
East Of England,10,11834
East Of England,8,11842
East Of England,4,11846
East Of England,7,11853
East Of England,2,11855
East Of England,9,11864
East Of England,6,11870
East Of England,4,11874
East Of England,8,11882
East Of England,4,11886
East Of England,5,11891
East Of England,3,11894
East Of England,6,11900
East Of England,7,11907
East Of England,6,11913
East Of England,8,11921
East Of England,5,11926
East Of England,5,11931
East Of England,5,11936
East Of England,5,11941
East Of England,5,11946
East Of England,6,11952
East Of England,9,11961
East Of England,9,11970
East Of England,5,11975
East Of England,6,11981
East Of England,16,11997
East Of England,9,12006
East Of England,10,12016
East Of England,10,12026
East Of England,10,12036
East Of England,13,12049
East Of England,14,12063
East Of England,14,12077
East Of England,16,12093
East Of England,11,12104
East Of England,19,12123
East Of England,11,12134
East Of England,13,12147
East Of England,18,12165
East Of England,14,12179
East Of England,17,12196
East Of England,7,12203
East Of England,8,12211
East Of England,8,12219
East Of England,10,12229
East Of England,14,12243
East Of England,14,12257
East Of England,13,12270
East Of England,7,12277
East Of England,10,12287
East Of England,9,12296
East Of England,8,12304
East Of England,14,12318
East Of England,10,12328
East Of England,9,12337
East Of England,12,12349
East Of England,14,12363
East Of England,11,12374
East Of England,9,12383
East Of England,6,12389
East Of England,3,12392
London,0,0
London,0,0
London,0,0
London,0,0
London,0,0
London,0,0
London,1,1
London,0,1
London,0,1
London,1,2
London,0,2
London,5,7
London,6,13
London,10,23
London,13,36
London,9,45
London,15,60
London,23,83
London,28,111
London,25,136
London,44,180
London,49,229
London,54,283
London,63,346
London,86,432
London,112,544
London,130,674
London,130,804
London,123,927
London,145,1072
London,151,1223
London,183,1406
London,202,1608
London,190,1798
London,199,1997
London,231,2228
London,195,2423
London,198,2621
London,220,2841
London,239,3080
London,207,3287
London,171,3458
London,179,3637
London,159,3796
London,166,3962
London,143,4105
London,145,4250
London,140,4390
London,101,4491
London,101,4592
London,104,4696
London,96,4792
London,96,4888
London,109,4997
London,77,5074
London,79,5153
London,67,5220
London,61,5281
London,59,5340
London,50,5390
London,56,5446
London,49,5495
London,47,5542
London,49,5591
London,46,5637
London,37,5674
London,32,5706
London,46,5752
London,43,5795
London,35,5830
London,25,5855
London,30,5885
London,28,5913
London,23,5936
London,18,5954
London,22,5976
London,26,6002
London,17,6019
London,19,6038
London,14,6052
London,16,6068
London,24,6092
London,13,6105
London,12,6117
London,9,6126
London,11,6137
London,10,6147
London,19,6166
London,9,6175
London,10,6185
London,8,6193
London,13,6206
London,9,6215
London,12,6227
London,9,6236
London,6,6242
London,9,6251
London,5,6256
London,3,6259
London,7,6266
London,5,6271
London,6,6277
London,9,6286
London,5,6291
London,5,6296
London,5,6301
London,4,6305
London,1,6306
London,2,6308
London,3,6311
London,2,6313
London,6,6319
London,4,6323
London,4,6327
London,2,6329
London,2,6331
London,4,6335
London,5,6340
London,3,6343
London,1,6344
London,3,6347
London,3,6350
London,3,6353
London,4,6357
London,4,6361
London,3,6364
London,2,6366
London,4,6370
London,2,6372
London,1,6373
London,3,6376
London,4,6380
London,1,6381
London,1,6382
London,1,6383
London,1,6384
London,0,6384
London,2,6386
London,0,6386
London,0,6386
London,2,6388
London,1,6389
London,1,6390
London,3,6393
London,2,6395
London,4,6399
London,1,6400
London,1,6401
London,0,6401
London,1,6402
London,2,6404
London,0,6404
London,1,6405
London,0,6405
London,0,6405
London,4,6409
London,0,6409
London,1,6410
London,0,6410
London,2,6412
London,0,6412
London,0,6412
London,0,6412
London,1,6413
London,2,6415
London,0,6415
London,2,6417
London,1,6418
London,0,6418
London,0,6418
London,1,6419
London,1,6420
London,0,6420
London,2,6422
London,0,6422
London,0,6422
London,1,6423
London,2,6425
London,1,6426
London,0,6426
London,1,6427
London,0,6427
London,0,6427
London,0,6427
London,1,6428
London,0,6428
London,1,6429
London,1,6430
London,0,6430
London,0,6430
London,2,6432
London,0,6432
London,1,6433
London,0,6433
London,4,6437
London,3,6440
London,1,6441
London,0,6441
London,0,6441
London,3,6444
London,2,6446
London,3,6449
London,2,6451
London,6,6457
London,3,6460
London,2,6462
London,6,6468
London,5,6473
London,3,6476
London,1,6477
London,2,6479
London,1,6480
London,4,6484
London,7,6491
London,7,6498
London,5,6503
London,1,6504
London,4,6508
London,2,6510
London,7,6517
London,5,6522
London,7,6529
London,7,6536
London,8,6544
London,3,6547
London,5,6552
London,7,6559
London,6,6565
London,6,6571
London,17,6588
London,7,6595
London,2,6597
London,5,6602
London,12,6614
London,8,6622
London,14,6636
London,12,6648
London,7,6655
London,18,6673
London,12,6685
London,11,6696
London,13,6709
London,23,6732
London,15,6747
London,17,6764
London,7,6771
London,19,6790
London,19,6809
London,13,6822
London,18,6840
London,18,6858
London,13,6871
London,21,6892
London,15,6907
London,28,6935
London,16,6951
London,16,6967
London,16,6983
London,15,6998
London,22,7020
London,18,7038
London,33,7071
London,32,7103
London,24,7127
London,26,7153
London,21,7174
London,22,7196
London,30,7226
London,25,7251
London,30,7281
London,32,7313
London,27,7340
London,31,7371
London,23,7394
London,43,7437
London,22,7459
London,31,7490
London,32,7522
London,29,7551
London,34,7585
London,29,7614
London,26,7640
London,35,7675
London,36,7711
London,29,7740
London,33,7773
London,29,7802
London,37,7839
London,35,7874
London,42,7916
London,52,7968
London,40,8008
London,60,8068
London,49,8117
London,47,8164
London,60,8224
London,62,8286
London,77,8363
London,66,8429
London,66,8495
London,91,8586
London,86,8672
London,99,8771
London,98,8869
London,115,8984
London,112,9096
London,120,9216
London,123,9339
London,143,9482
London,119,9601
London,162,9763
London,154,9917
London,161,10078
London,170,10248
London,148,10396
London,155,10551
London,171,10722
London,174,10896
London,181,11077
London,180,11257
London,174,11431
London,159,11590
London,173,11763
London,181,11944
London,196,12140
London,194,12334
London,168,12502
London,193,12695
London,155,12850
London,151,13001
London,143,13144
London,144,13288
London,134,13422
London,130,13552
London,123,13675
London,107,13782
London,92,13874
London,98,13972
London,93,14065
London,109,14174
London,115,14289
London,72,14361
London,94,14455
London,73,14528
London,82,14610
London,75,14685
London,69,14754
London,77,14831
London,55,14886
London,59,14945
London,57,15002
London,52,15054
London,48,15102
London,59,15161
London,50,15211
London,54,15265
London,50,15315
London,33,15348
London,47,15395
London,39,15434
London,31,15465
London,33,15498
London,32,15530
London,32,15562
London,22,15584
London,18,15602
London,31,15633
London,26,15659
London,17,15676
London,18,15694
London,24,15718
London,23,15741
London,16,15757
London,16,15773
London,17,15790
London,14,15804
London,16,15820
London,9,15829
London,14,15843
London,7,15850
London,12,15862
London,8,15870
London,15,15885
London,10,15895
London,6,15901
London,6,15907
London,11,15918
London,9,15927
London,5,15932
London,10,15942
London,4,15946
London,3,15949
London,6,15955
London,5,15960
London,2,15962
London,5,15967
London,5,15972
London,6,15978
London,5,15983
London,7,15990
London,3,15993
London,5,15998
London,2,16000
London,3,16003
London,9,16012
London,4,16016
London,10,16026
London,5,16031
London,1,16032
London,6,16038
London,3,16041
London,3,16044
London,5,16049
London,3,16052
London,3,16055
London,6,16061
London,2,16063
London,2,16065
London,1,16066
London,1,16067
London,3,16070
London,2,16072
London,0,16072
London,4,16076
London,4,16080
London,1,16081
London,3,16084
London,5,16089
London,3,16092
London,3,16095
London,2,16097
London,5,16102
London,0,16102
London,1,16103
London,0,16103
London,1,16104
London,2,16106
London,0,16106
London,1,16107
London,1,16108
London,1,16109
London,1,16110
London,2,16112
London,2,16114
London,1,16115
London,0,16115
London,2,16117
London,2,16119
London,1,16120
London,3,16123
London,2,16125
London,1,16126
London,5,16131
London,3,16134
London,0,16134
London,3,16137
London,3,16140
London,2,16142
London,0,16142
London,2,16144
London,2,16146
London,2,16148
London,1,16149
London,4,16153
London,2,16155
London,2,16157
London,3,16160
London,0,16160
London,0,16160
London,2,16162
London,2,16164
London,0,16164
London,1,16165
London,1,16166
London,3,16169
London,6,16175
London,1,16176
London,1,16177
London,1,16178
London,1,16179
London,0,16179
London,2,16181
London,4,16185
London,1,16186
London,2,16188
London,1,16189
London,3,16192
London,5,16197
London,2,16199
London,3,16202
London,4,16206
London,1,16207
London,2,16209
London,1,16210
London,3,16213
London,2,16215
London,1,16216
London,3,16219
London,0,16219
London,2,16221
London,3,16224
London,4,16228
London,3,16231
London,4,16235
London,8,16243
London,6,16249
London,8,16257
London,8,16265
London,7,16272
London,4,16276
London,8,16284
London,7,16291
London,5,16296
London,9,16305
London,3,16308
London,10,16318
London,10,16328
London,11,16339
London,7,16346
London,8,16354
London,10,16364
London,7,16371
London,16,16387
London,14,16401
London,11,16412
London,9,16421
London,9,16430
London,4,16434
London,8,16442
London,15,16457
London,15,16472
London,9,16481
London,13,16494
London,15,16509
London,10,16519
London,10,16529
London,10,16539
London,13,16552
London,19,16571
London,15,16586
London,14,16600
London,11,16611
London,9,16620
London,10,16630
London,17,16647
London,11,16658
London,13,16671
London,10,16681
London,10,16691
London,14,16705
London,11,16716
London,12,16728
London,23,16751
London,8,16759
London,12,16771
London,19,16790
London,14,16804
London,10,16814
London,18,16832
London,9,16841
London,8,16849
London,6,16855
London,6,16861
London,14,16875
London,13,16888
London,13,16901
London,11,16912
London,9,16921
London,6,16927
London,12,16939
London,8,16947
London,17,16964
London,16,16980
London,18,16998
London,11,17009
London,9,17018
London,14,17032
London,13,17045
London,16,17061
London,15,17076
London,17,17093
London,12,17105
London,6,17111
London,12,17123
London,14,17137
London,11,17148
London,9,17157
London,9,17166
London,14,17180
London,10,17190
London,11,17201
London,8,17209
London,7,17216
London,14,17230
London,7,17237
London,8,17245
London,13,17258
London,12,17270
London,10,17280
London,3,17283
London,11,17294
London,10,17304
London,8,17312
London,10,17322
London,13,17335
London,10,17345
London,17,17362
London,12,17374
London,9,17383
London,10,17393
London,12,17405
London,12,17417
London,12,17429
London,10,17439
London,10,17449
London,9,17458
London,14,17472
London,15,17487
London,17,17504
London,6,17510
London,14,17524
London,13,17537
London,10,17547
London,12,17559
London,11,17570
London,11,17581
London,11,17592
London,5,17597
London,6,17603
London,7,17610
London,5,17615
London,5,17620
London,4,17624
London,0,17624
Midlands,0,0
Midlands,0,0
Midlands,0,0
Midlands,1,1
Midlands,0,1
Midlands,0,1
Midlands,0,1
Midlands,0,1
Midlands,2,3
Midlands,1,4
Midlands,0,4
Midlands,2,6
Midlands,6,12
Midlands,5,17
Midlands,4,21
Midlands,5,26
Midlands,11,37
Midlands,8,45
Midlands,13,58
Midlands,8,66
Midlands,28,94
Midlands,13,107
Midlands,31,138
Midlands,33,171
Midlands,41,212
Midlands,48,260
Midlands,64,324
Midlands,72,396
Midlands,89,485
Midlands,92,577
Midlands,90,667
Midlands,124,791
Midlands,140,931
Midlands,142,1073
Midlands,124,1197
Midlands,151,1348
Midlands,166,1514
Midlands,140,1654
Midlands,123,1777
Midlands,187,1964
Midlands,140,2104
Midlands,127,2231
Midlands,142,2373
Midlands,140,2513
Midlands,121,2634
Midlands,116,2750
Midlands,147,2897
Midlands,102,2999
Midlands,118,3117
Midlands,115,3232
Midlands,93,3325
Midlands,108,3433
Midlands,87,3520
Midlands,78,3598
Midlands,103,3701
Midlands,83,3784
Midlands,74,3858
Midlands,87,3945
Midlands,82,4027
Midlands,73,4100
Midlands,60,4160
Midlands,57,4217
Midlands,69,4286
Midlands,55,4341
Midlands,54,4395
Midlands,70,4465
Midlands,61,4526
Midlands,66,4592
Midlands,52,4644
Midlands,41,4685
Midlands,40,4725
Midlands,45,4770
Midlands,35,4805
Midlands,56,4861
Midlands,45,4906
Midlands,41,4947
Midlands,43,4990
Midlands,39,5029
Midlands,33,5062
Midlands,44,5106
Midlands,44,5150
Midlands,37,5187
Midlands,38,5225
Midlands,30,5255
Midlands,36,5291
Midlands,24,5315
Midlands,28,5343
Midlands,33,5376
Midlands,30,5406
Midlands,30,5436
Midlands,24,5460
Midlands,25,5485
Midlands,27,5512
Midlands,23,5535
Midlands,25,5560
Midlands,29,5589
Midlands,19,5608
Midlands,25,5633
Midlands,24,5657
Midlands,21,5678
Midlands,19,5697
Midlands,19,5716
Midlands,21,5737
Midlands,15,5752
Midlands,14,5766
Midlands,8,5774
Midlands,21,5795
Midlands,15,5810
Midlands,17,5827
Midlands,13,5840
Midlands,18,5858
Midlands,13,5871
Midlands,17,5888
Midlands,15,5903
Midlands,15,5918
Midlands,17,5935
Midlands,16,5951
Midlands,19,5970
Midlands,8,5978
Midlands,7,5985
Midlands,7,5992
Midlands,8,6000
Midlands,9,6009
Midlands,8,6017
Midlands,10,6027
Midlands,5,6032
Midlands,4,6036
Midlands,7,6043
Midlands,5,6048
Midlands,4,6052
Midlands,6,6058
Midlands,9,6067
Midlands,5,6072
Midlands,1,6073
Midlands,5,6078
Midlands,1,6079
Midlands,3,6082
Midlands,7,6089
Midlands,2,6091
Midlands,5,6096
Midlands,4,6100
Midlands,3,6103
Midlands,3,6106
Midlands,2,6108
Midlands,2,6110
Midlands,7,6117
Midlands,2,6119
Midlands,4,6123
Midlands,6,6129
Midlands,6,6135
Midlands,1,6136
Midlands,3,6139
Midlands,3,6142
Midlands,3,6145
Midlands,1,6146
Midlands,1,6147
Midlands,2,6149
Midlands,1,6150
Midlands,1,6151
Midlands,0,6151
Midlands,3,6154
Midlands,4,6158
Midlands,0,6158
Midlands,1,6159
Midlands,2,6161
Midlands,1,6162
Midlands,1,6163
Midlands,1,6164
Midlands,2,6166
Midlands,2,6168
Midlands,0,6168
Midlands,1,6169
Midlands,1,6170
Midlands,1,6171
Midlands,1,6172
Midlands,0,6172
Midlands,0,6172
Midlands,0,6172
Midlands,4,6176
Midlands,3,6179
Midlands,3,6182
Midlands,1,6183
Midlands,0,6183
Midlands,2,6185
Midlands,2,6187
Midlands,0,6187
Midlands,2,6189
Midlands,0,6189
Midlands,0,6189
Midlands,0,6189
Midlands,1,6190
Midlands,1,6191
Midlands,3,6194
Midlands,0,6194
Midlands,1,6195
Midlands,3,6198
Midlands,3,6201
Midlands,4,6205
Midlands,1,6206
Midlands,2,6208
Midlands,3,6211
Midlands,3,6214
Midlands,6,6220
Midlands,3,6223
Midlands,7,6230
Midlands,4,6234
Midlands,6,6240
Midlands,10,6250
Midlands,7,6257
Midlands,4,6261
Midlands,5,6266
Midlands,10,6276
Midlands,6,6282
Midlands,4,6286
Midlands,5,6291
Midlands,9,6300
Midlands,7,6307
Midlands,6,6313
Midlands,8,6321
Midlands,6,6327
Midlands,6,6333
Midlands,11,6344
Midlands,8,6352
Midlands,7,6359
Midlands,3,6362
Midlands,16,6378
Midlands,8,6386
Midlands,18,6404
Midlands,15,6419
Midlands,12,6431
Midlands,18,6449
Midlands,27,6476
Midlands,13,6489
Midlands,14,6503
Midlands,21,6524
Midlands,18,6542
Midlands,35,6577
Midlands,34,6611
Midlands,27,6638
Midlands,31,6669
Midlands,34,6703
Midlands,38,6741
Midlands,31,6772
Midlands,43,6815
Midlands,44,6859
Midlands,51,6910
Midlands,46,6956
Midlands,58,7014
Midlands,40,7054
Midlands,67,7121
Midlands,51,7172
Midlands,44,7216
Midlands,60,7276
Midlands,58,7334
Midlands,70,7404
Midlands,69,7473
Midlands,58,7531
Midlands,65,7596
Midlands,49,7645
Midlands,69,7714
Midlands,74,7788
Midlands,69,7857
Midlands,73,7930
Midlands,88,8018
Midlands,80,8098
Midlands,88,8186
Midlands,62,8248
Midlands,84,8332
Midlands,82,8414
Midlands,76,8490
Midlands,78,8568
Midlands,78,8646
Midlands,85,8731
Midlands,84,8815
Midlands,89,8904
Midlands,81,8985
Midlands,78,9063
Midlands,67,9130
Midlands,85,9215
Midlands,69,9284
Midlands,72,9356
Midlands,75,9431
Midlands,70,9501
Midlands,71,9572
Midlands,68,9640
Midlands,79,9719
Midlands,69,9788
Midlands,85,9873
Midlands,83,9956
Midlands,81,10037
Midlands,77,10114
Midlands,76,10190
Midlands,92,10282
Midlands,84,10366
Midlands,63,10429
Midlands,73,10502
Midlands,89,10591
Midlands,77,10668
Midlands,63,10731
Midlands,72,10803
Midlands,84,10887
Midlands,77,10964
Midlands,92,11056
Midlands,67,11123
Midlands,89,11212
Midlands,109,11321
Midlands,94,11415
Midlands,83,11498
Midlands,81,11579
Midlands,76,11655
Midlands,102,11757
Midlands,117,11874
Midlands,118,11992
Midlands,109,12101
Midlands,138,12239
Midlands,145,12384
Midlands,124,12508
Midlands,159,12667
Midlands,166,12833
Midlands,148,12981
Midlands,164,13145
Midlands,139,13284
Midlands,157,13441
Midlands,163,13604
Midlands,167,13771
Midlands,165,13936
Midlands,161,14097
Midlands,164,14261
Midlands,164,14425
Midlands,144,14569
